NOMINATION_ID,GT_SAQ_MILESTONE,GT_SAQ_MILESTONE_CATEGORY
3GS-EXP20-7507,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-7510,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-7512,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-7545,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-7546,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-7548,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-7551,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-7552,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-7554,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-7561,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-7564,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-7565,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-7568,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-7569,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-7572,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-7586,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-7596,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-7603,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-7605,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-7612,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-7613,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-7615,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-7616,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-7622,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-7623,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-7625,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-7633,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-7634,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-7636,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-7639,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-7641,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-7642,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-7643,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-7645,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-7646,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-7647,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-7649,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-7650,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-7651,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-7653,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-7656,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-7658,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-7661,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-7664,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-7677,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-7679,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-7686,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-7687,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-7689,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-7713,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-7714,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-7716,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-7736,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-7738,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-7739,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-7740,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-7742,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-7768,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-7770,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-7771,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-7773,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-7810,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-7811,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-7813,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-7840,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-7842,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-7858,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-7867,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-7868,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-7870,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-7974,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-7975,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-7977,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-8003,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-8004,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-8006,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-8065,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-8066,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-8068,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-8092,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-8093,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-8095,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-8112,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-8113,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-8115,CLEAN A/RTB,RTB'D YR 2021
MOB-TRFS20-0134,CLEAN A/RTB,RTB'D YR 2021
MOB-TRFS20-0190,CLEAN A/RTB,RTB'D YR 2021
MOB-TRFS20-0202,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-8891,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-8895,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-8896,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-8897,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-9082,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-9083,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-9084,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-9220,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-9221,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-9369,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-9370,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-9490,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-9491,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-9520,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-9521,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-9526,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-9527,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-9560,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-9561,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-9562,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-9575,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-9576,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-9577,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-9581,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-9582,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-9624,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-9743,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-9744,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-9766,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-9767,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-9776,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-9883,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-9884,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-9936,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-9937,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-9938,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-9940,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-9941,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-9984,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-9985,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-9986,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-10075,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-10076,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-10077,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-10088,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-10134,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-10135,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-10286,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-10287,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-10295,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-10359,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-10360,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-10392,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-10393,CLEAN A/RTB,RTB'D YR 2021
JED-EXP21-00028,CLEAN A/RTB,RTB'D YR 2021
JED-EXP21-00047,CLEAN A/RTB,RTB'D YR 2021
JED-EXP21-00049,CLEAN A/RTB,RTB'D YR 2021
JED-EXP21-00060,CLEAN A/RTB,RTB'D YR 2021
JED-EXP21-00064,CLEAN A/RTB,RTB'D YR 2021
JED-EXP21-00112,CLEAN A/RTB,RTB'D YR 2021
JED-EXP21-00174,CLEAN A/RTB,RTB'D YR 2021
JED-EXP21-00175,CLEAN A/RTB,RTB'D YR 2021
JED-EXP21-00186,CLEAN A/RTB,RTB'D YR 2021
JED-EXP21-00195,CLEAN A/RTB,RTB'D YR 2021
JED-EXP21-00197,CLEAN A/RTB,RTB'D YR 2021
JED-EXP21-00206,CLEAN A/RTB,RTB'D YR 2021
JED-EXP21-00212,CLEAN A/RTB,RTB'D YR 2021
JED-EXP21-00248,CLEAN A/RTB,RTB'D YR 2021
JED-EXP21-00260,CLEAN A/RTB,RTB'D YR 2021
JED-EXP21-00274,CLEAN A/RTB,RTB'D YR 2021
JED-EXP21-00290,CLEAN A/RTB,RTB'D YR 2021
JED-EXP21-00343,CLEAN A/RTB,RTB'D YR 2021
JED-EXP21-00362,CLEAN A/RTB,RTB'D YR 2021
JED-EXP21-00371,CLEAN A/RTB,RTB'D YR 2021
JED-EXP21-00372,CLEAN A/RTB,RTB'D YR 2021
JED-EXP21-00376,CLEAN A/RTB,RTB'D YR 2021
JED-EXP21-00383,CLEAN A/RTB,RTB'D YR 2021
JED-EXP21-00402,CLEAN A/RTB,RTB'D YR 2021
JED-EXP21-00439,CLEAN A/RTB,RTB'D YR 2021
JED-EXP21-00447,CLEAN A/RTB,RTB'D YR 2021
JED-EXP21-00452,CLEAN A/RTB,RTB'D YR 2021
JED-EXP21-00454,CLEAN A/RTB,RTB'D YR 2021
JED-EXP21-00457,CLEAN A/RTB,RTB'D YR 2021
JED-EXP21-00468,CLEAN A/RTB,RTB'D YR 2021
JED-EXP21-00469,CLEAN A/RTB,RTB'D YR 2021
JED-EXP21-00480,CLEAN A/RTB,RTB'D YR 2021
JED-EXP21-00481,CLEAN A/RTB,RTB'D YR 2021
JED-EXP21-00487,CLEAN A/RTB,RTB'D YR 2021
JED-EXP21-00491,CLEAN A/RTB,RTB'D YR 2021
JED-EXP21-00502,CLEAN A/RTB,RTB'D YR 2021
JED-EXP21-00521,CLEAN A/RTB,RTB'D YR 2021
JED-EXP21-00537,CLEAN A/RTB,RTB'D YR 2021
JED-EXP21-00573,CLEAN A/RTB,RTB'D YR 2021
JED-EXP21-00593,CLEAN A/RTB,RTB'D YR 2021
JED-EXP21-00598,CLEAN A/RTB,RTB'D YR 2021
JED-EXP21-00628,CLEAN A/RTB,RTB'D YR 2021
JED-EXP21-00629,CLEAN A/RTB,RTB'D YR 2021
JED-EXP21-00630,CLEAN A/RTB,RTB'D YR 2021
JED-EXP21-00692,CLEAN A/RTB,RTB'D YR 2021
JED-EXP21-00700,CLEAN A/RTB,RTB'D YR 2021
JED-EXP21-00780,CLEAN A/RTB,RTB'D YR 2021
JED-EXP21-00788,CLEAN A/RTB,RTB'D YR 2021
JED-EXP21-00789,CLEAN A/RTB,RTB'D YR 2021
JED-EXP21-00822,CLEAN A/RTB,RTB'D YR 2021
JED-EXP21-00823,CLEAN A/RTB,RTB'D YR 2021
JED-EXP21-00837,CLEAN A/RTB,RTB'D YR 2021
JED-EXP21-00838,CLEAN A/RTB,RTB'D YR 2021
JED-EXP21-00862,CLEAN A/RTB,RTB'D YR 2021
JED-EXP21-00863,CLEAN A/RTB,RTB'D YR 2021
JED-EXP21-00876,CLEAN A/RTB,RTB'D YR 2021
JED-EXP21-00893,CLEAN A/RTB,RTB'D YR 2021
JED-EXP21-00908,CLEAN A/RTB,RTB'D YR 2021
JED-EXP21-00912,CLEAN A/RTB,RTB'D YR 2021
JED-EXP21-00913,CLEAN A/RTB,RTB'D YR 2021
JED-EXP21-00930,CLEAN A/RTB,RTB'D YR 2021
JED-EXP21-00974,CLEAN A/RTB,RTB'D YR 2021
JED-EXP21-00977,CLEAN A/RTB,RTB'D YR 2021
JED-EXP21-00978,CLEAN A/RTB,RTB'D YR 2021
JED-EXP21-00990,CLEAN A/RTB,RTB'D YR 2021
JED-EXP21-00995,CLEAN A/RTB,RTB'D YR 2021
JED-EXP21-00996,CLEAN A/RTB,RTB'D YR 2021
JED-EXP21-00997,CLEAN A/RTB,RTB'D YR 2021
JED-EXP21-00998,CLEAN A/RTB,RTB'D YR 2021
JED-EXP21-01000,CLEAN A/RTB,RTB'D YR 2021
JED-EXP21-01001,CLEAN A/RTB,RTB'D YR 2021
JED-EXP21-01008,CLEAN A/RTB,RTB'D YR 2021
JED-EXP21-01009,CLEAN A/RTB,RTB'D YR 2021
JED-EXP21-01020,CLEAN A/RTB,RTB'D YR 2021
JED-EXP21-01024,CLEAN A/RTB,RTB'D YR 2021
JED-EXP21-01025,CLEAN A/RTB,RTB'D YR 2021
JED-EXP21-01042,CLEAN A/RTB,RTB'D YR 2021
JED-EXP21-01108,CLEAN A/RTB,RTB'D YR 2021
JED-EXP21-01109,CLEAN A/RTB,RTB'D YR 2021
JED-EXP21-01133,CLEAN A/RTB,RTB'D YR 2021
JED-EXP21-01151,CLEAN A/RTB,RTB'D YR 2021
JED-EXP21-01154,CLEAN A/RTB,RTB'D YR 2021
JED-EXP21-01157,CLEAN A/RTB,RTB'D YR 2021
JED-EXP21-01158,CLEAN A/RTB,RTB'D YR 2021
JED-EXP21-01166,CLEAN A/RTB,RTB'D YR 2021
JED-EXP21-01167,CLEAN A/RTB,RTB'D YR 2021
JED-EXP21-01169,CLEAN A/RTB,RTB'D YR 2021
JED-EXP21-01170,CLEAN A/RTB,RTB'D YR 2021
JED-EXP21-01171,CLEAN A/RTB,RTB'D YR 2021
JED-EXP21-01175,CLEAN A/RTB,RTB'D YR 2021
JED-EXP21-01179,CLEAN A/RTB,RTB'D YR 2021
JED-EXP21-01198,CLEAN A/RTB,RTB'D YR 2021
JED-EXP21-01201,CLEAN A/RTB,RTB'D YR 2021
JED-EXP21-01203,CLEAN A/RTB,RTB'D YR 2021
JED-EXP21-01208,CLEAN A/RTB,RTB'D YR 2021
JED-EXP21-01222,CLEAN A/RTB,RTB'D YR 2021
JED-EXP21-01223,CLEAN A/RTB,RTB'D YR 2021
JED-EXP21-01247,CLEAN A/RTB,RTB'D YR 2021
JED-EXP21-01251,CLEAN A/RTB,RTB'D YR 2021
JED-EXP21-01260,CLEAN A/RTB,RTB'D YR 2021
JED-EXP21-01274,CLEAN A/RTB,RTB'D YR 2021
JED-EXP21-01288,CLEAN A/RTB,RTB'D YR 2021
JED-EXP21-01290,CLEAN A/RTB,RTB'D YR 2021
JED-EXP21-01326,CLEAN A/RTB,RTB'D YR 2021
JED-EXP21-01331,CLEAN A/RTB,RTB'D YR 2021
JED-EXP21-01365,CLEAN A/RTB,RTB'D YR 2021
JED-EXP21-01396,CLEAN A/RTB,RTB'D YR 2021
JED-EXP21-01429,CLEAN A/RTB,RTB'D YR 2021
JED-EXP21-01461,CLEAN A/RTB,RTB'D YR 2021
JED-EXP21-01480,CLEAN A/RTB,RTB'D YR 2021
JED-EXP21-01540,CLEAN A/RTB,RTB'D YR 2021
JED-EXP21-01541,CLEAN A/RTB,RTB'D YR 2021
JED-EXP21-01546,CLEAN A/RTB,RTB'D YR 2021
JED-EXP21-01553,CLEAN A/RTB,RTB'D YR 2021
JED-EXP21-01569,CLEAN A/RTB,RTB'D YR 2021
JED-EXP21-01585,CLEAN A/RTB,RTB'D YR 2021
JED-EXP21-01618,CLEAN A/RTB,RTB'D YR 2021
JED-EXP21-01634,CLEAN A/RTB,RTB'D YR 2021
JED-EXP21-01690,CLEAN A/RTB,RTB'D YR 2021
JED-EXP21-01736,CLEAN A/RTB,RTB'D YR 2021
JED-EXP21-01760,CLEAN A/RTB,RTB'D YR 2021
JED-EXP21-01784,CLEAN A/RTB,RTB'D YR 2021
JED-EXP21-01823,CLEAN A/RTB,RTB'D YR 2021
JED-EXP21-01877,CLEAN A/RTB,RTB'D YR 2021
JED-EXP21-01880,CLEAN A/RTB,RTB'D YR 2021
JED-EXP21-01894,CLEAN A/RTB,RTB'D YR 2021
JED-EXP21-01994,CLEAN A/RTB,RTB'D YR 2021
JED-EXP21-02010,CLEAN A/RTB,RTB'D YR 2021
JED-EXP21-02018,CLEAN A/RTB,RTB'D YR 2021
JED-EXP21-02205,CLEAN A/RTB,RTB'D YR 2021
JED-EXP21-02228,CLEAN A/RTB,RTB'D YR 2021
JED-EXP21-02269,CLEAN A/RTB,RTB'D YR 2021
JED-EXP21-02315,CLEAN A/RTB,RTB'D YR 2021
JED-EXP21-02316,CLEAN A/RTB,RTB'D YR 2021
JED-EXP21-02324,CLEAN A/RTB,RTB'D YR 2021
JED-EXP21-02330,CLEAN A/RTB,RTB'D YR 2021
JED-EXP21-02331,CLEAN A/RTB,RTB'D YR 2021
JED-EXP21-02332,CLEAN A/RTB,RTB'D YR 2021
JED-EXP21-02415,CLEAN A/RTB,RTB'D YR 2021
JED-EXP21-02460,CLEAN A/RTB,RTB'D YR 2021
JED-EXP21-02462,CLEAN A/RTB,RTB'D YR 2021
JED-EXP21-02486,CLEAN A/RTB,RTB'D YR 2021
JED-EXP21-02493,CLEAN A/RTB,RTB'D YR 2021
JED-EXP21-02496,CLEAN A/RTB,RTB'D YR 2021
JED-EXP21-02498,CLEAN A/RTB,RTB'D YR 2021
JED-EXP21-02529,CLEAN A/RTB,RTB'D YR 2021
JED-EXP21-02582,CLEAN A/RTB,RTB'D YR 2021
JED-EXP21-02589,CLEAN A/RTB,RTB'D YR 2021
JED-EXP21-02595,CLEAN A/RTB,RTB'D YR 2021
JED-EXP21-02696,CLEAN A/RTB,RTB'D YR 2021
N26-JED21-0003,CLEAN A/RTB,RTB'D YR 2021
N26-JED21-0006,CLEAN A/RTB,RTB'D YR 2021
N26-JED21-0007,CLEAN A/RTB,RTB'D YR 2021
N26-JED21-0017,CLEAN A/RTB,RTB'D YR 2021
N26-JED21-0019,CLEAN A/RTB,RTB'D YR 2021
N26-JED21-0023,CLEAN A/RTB,RTB'D YR 2021
N26-JED21-0026,CLEAN A/RTB,RTB'D YR 2021
N26-JED21-0028,CLEAN A/RTB,RTB'D YR 2021
N26-JED21-0032,CLEAN A/RTB,RTB'D YR 2021
N26-JED21-0047,CLEAN A/RTB,RTB'D YR 2021
N26-JED21-0054,CLEAN A/RTB,RTB'D YR 2021
N26-JED21-0059,CLEAN A/RTB,RTB'D YR 2021
N26-JED21-0065,CLEAN A/RTB,RTB'D YR 2021
N26-JED21-0072,CLEAN A/RTB,RTB'D YR 2021
N26-JED21-0074,CLEAN A/RTB,RTB'D YR 2021
N26-JED21-0075,CLEAN A/RTB,RTB'D YR 2021
N26-JED21-0078,CLEAN A/RTB,RTB'D YR 2021
N26-JED21-0082,CLEAN A/RTB,RTB'D YR 2021
N26-JED21-0086,CLEAN A/RTB,RTB'D YR 2021
N26-JED21-0087,CLEAN A/RTB,RTB'D YR 2021
N26-JED21-0089,CLEAN A/RTB,RTB'D YR 2021
N26-JED21-0090,CLEAN A/RTB,RTB'D YR 2021
N26-JED21-0098,CLEAN A/RTB,RTB'D YR 2021
N26-JED21-0099,CLEAN A/RTB,RTB'D YR 2021
N26-JED21-0101,CLEAN A/RTB,RTB'D YR 2021
N26-JED21-0103,CLEAN A/RTB,RTB'D YR 2021
N26-JED21-0107,CLEAN A/RTB,RTB'D YR 2021
N26-JED21-0108,CLEAN A/RTB,RTB'D YR 2021
N26-JED21-0110,CLEAN A/RTB,RTB'D YR 2021
N26-JED21-0111,CLEAN A/RTB,RTB'D YR 2021
N26-JED21-0115,CLEAN A/RTB,RTB'D YR 2021
N26-JED21-0117,CLEAN A/RTB,RTB'D YR 2021
N26-JED21-0118,CLEAN A/RTB,RTB'D YR 2021
N26-JED21-0120,CLEAN A/RTB,RTB'D YR 2021
N26-JED21-0121,CLEAN A/RTB,RTB'D YR 2021
N26-JED21-0123,CLEAN A/RTB,RTB'D YR 2021
N26-JED21-0126,CLEAN A/RTB,RTB'D YR 2021
N26-JED21-0128,CLEAN A/RTB,RTB'D YR 2021
N26-JED21-0129,CLEAN A/RTB,RTB'D YR 2021
N26-JED21-0130,CLEAN A/RTB,RTB'D YR 2021
N26-JED21-0131,CLEAN A/RTB,RTB'D YR 2021
N26-JED21-0132,CLEAN A/RTB,RTB'D YR 2021
N26-JED21-0135,CLEAN A/RTB,RTB'D YR 2021
N26-JED21-0140,CLEAN A/RTB,RTB'D YR 2021
N26-JED21-0154,CLEAN A/RTB,RTB'D YR 2021
N26-JED21-0167,CLEAN A/RTB,RTB'D YR 2021
N26-JED21-0172,CLEAN A/RTB,RTB'D YR 2021
N26-JED21-0175,CLEAN A/RTB,RTB'D YR 2021
N26-JED21-0177,CLEAN A/RTB,RTB'D YR 2021
N26-JED21-0178,CLEAN A/RTB,RTB'D YR 2021
N26-JED21-0179,CLEAN A/RTB,RTB'D YR 2021
N26-JED21-0190,CLEAN A/RTB,RTB'D YR 2021
N26-JED21-0192,CLEAN A/RTB,RTB'D YR 2021
N26-JED21-0194,CLEAN A/RTB,RTB'D YR 2021
N26-JED21-0199,CLEAN A/RTB,RTB'D YR 2021
N26-JED21-0208,CLEAN A/RTB,RTB'D YR 2021
N26-JED21-0209,CLEAN A/RTB,RTB'D YR 2021
N26-JED21-0211,CLEAN A/RTB,RTB'D YR 2021
N26-JED21-0218,CLEAN A/RTB,RTB'D YR 2021
N26-JED21-0222,CLEAN A/RTB,RTB'D YR 2021
N26-JED21-0223,CLEAN A/RTB,RTB'D YR 2021
N26-JED21-0225,CLEAN A/RTB,RTB'D YR 2021
N26-JED21-0226,CLEAN A/RTB,RTB'D YR 2021
N26-JED21-0227,CLEAN A/RTB,RTB'D YR 2021
N26-JED21-0229,CLEAN A/RTB,RTB'D YR 2021
N26-JED21-0231,CLEAN A/RTB,RTB'D YR 2021
N26-JED21-0235,CLEAN A/RTB,RTB'D YR 2021
N26-JED21-0237,CLEAN A/RTB,RTB'D YR 2021
N26-JED21-0244,CLEAN A/RTB,RTB'D YR 2021
N26-JED21-0245,CLEAN A/RTB,RTB'D YR 2021
N26-JED21-0247,CLEAN A/RTB,RTB'D YR 2021
N26-JED21-0251,CLEAN A/RTB,RTB'D YR 2021
N26-JED21-0254,CLEAN A/RTB,RTB'D YR 2021
N26-JED21-0255,CLEAN A/RTB,RTB'D YR 2021
N26-JED21-0257,CLEAN A/RTB,RTB'D YR 2021
N35-JED21-0002,CLEAN A/RTB,RTB'D YR 2021
N35-JED21-0004,CLEAN A/RTB,RTB'D YR 2021
N35-JED21-0005,CLEAN A/RTB,RTB'D YR 2021
N35-JED21-0009,CLEAN A/RTB,RTB'D YR 2021
N35-JED21-0011,CLEAN A/RTB,RTB'D YR 2021
N35-JED21-0012,CLEAN A/RTB,RTB'D YR 2021
N35-JED21-0014,CLEAN A/RTB,RTB'D YR 2021
N35-JED21-0015,CLEAN A/RTB,RTB'D YR 2021
N35-JED21-0017,CLEAN A/RTB,RTB'D YR 2021
N35-JED21-0021,CLEAN A/RTB,RTB'D YR 2021
N35-JED21-0022,CLEAN A/RTB,RTB'D YR 2021
N35-JED21-0026,CLEAN A/RTB,RTB'D YR 2021
N35-JED21-0027,CLEAN A/RTB,RTB'D YR 2021
N35-JED21-0028,CLEAN A/RTB,RTB'D YR 2021
N35-JED21-0030,CLEAN A/RTB,RTB'D YR 2021
N35-JED21-0031,CLEAN A/RTB,RTB'D YR 2021
N35-JED21-0032,CLEAN A/RTB,RTB'D YR 2021
N35-JED21-0034,CLEAN A/RTB,RTB'D YR 2021
N35-JED21-0035,CLEAN A/RTB,RTB'D YR 2021
N35-JED21-0039,CLEAN A/RTB,RTB'D YR 2021
N35-JED21-0044,CLEAN A/RTB,RTB'D YR 2021
N35-JED21-0046,CLEAN A/RTB,RTB'D YR 2021
N35-JED21-0048,CLEAN A/RTB,RTB'D YR 2021
N35-JED21-0056,CLEAN A/RTB,RTB'D YR 2021
N35-JED21-0058,CLEAN A/RTB,RTB'D YR 2021
N35-JED21-0060,CLEAN A/RTB,RTB'D YR 2021
N35-JED21-0065,CLEAN A/RTB,RTB'D YR 2021
N35-JED21-0066,CLEAN A/RTB,RTB'D YR 2021
N35-JED21-0068,CLEAN A/RTB,RTB'D YR 2021
N35-JED21-0069,CLEAN A/RTB,RTB'D YR 2021
N35-JED21-0070,CLEAN A/RTB,RTB'D YR 2021
N35-JED21-0076,CLEAN A/RTB,RTB'D YR 2021
N35-JED21-0079,CLEAN A/RTB,RTB'D YR 2021
N35-JED21-0081,CLEAN A/RTB,RTB'D YR 2021
N35-JED21-0082,CLEAN A/RTB,RTB'D YR 2021
N35-JED21-0083,CLEAN A/RTB,RTB'D YR 2021
N35-JED21-0084,CLEAN A/RTB,RTB'D YR 2021
N35-JED21-0085,CLEAN A/RTB,RTB'D YR 2021
N35-JED21-0087,CLEAN A/RTB,RTB'D YR 2021
N35-JED21-0089,CLEAN A/RTB,RTB'D YR 2021
N35-JED21-0096,CLEAN A/RTB,RTB'D YR 2021
N35-JED21-0099,CLEAN A/RTB,RTB'D YR 2021
JED-EXP21-02714,CLEAN A/RTB,RTB'D YR 2021
JED-EXP21-02715,CLEAN A/RTB,RTB'D YR 2021
JED-EXP21-02717,CLEAN A/RTB,RTB'D YR 2021
JED-EXP21-02718,CLEAN A/RTB,RTB'D YR 2021
JED-EXP21-02719,CLEAN A/RTB,RTB'D YR 2021
JED-EXP21-02720,CLEAN A/RTB,RTB'D YR 2021
JED-EXP21-02721,CLEAN A/RTB,RTB'D YR 2021
JED-EXP21-02722,CLEAN A/RTB,RTB'D YR 2021
JED-EXP21-02723,CLEAN A/RTB,RTB'D YR 2021
JED-EXP21-02780,CLEAN A/RTB,RTB'D YR 2021
JED-EXP21-02784,CLEAN A/RTB,RTB'D YR 2021
JED-EXP21-02785,CLEAN A/RTB,RTB'D YR 2021
